"State","YearQtr","date","Output","HoursWorked","Prod"
"Wisconsin","2017-Q2",2017-04-01,291008800000,1116823716.66667,260.568248737196
"Wisconsin","2017-Q3",2017-07-01,292114100000,1139263796.66667,256.406023657284
"Wisconsin","2017-Q4",2017-10-01,295632200000,1127683093.33333,262.158936094481
"Wisconsin","2018-Q1",2018-01-01,296607500000,1092463320,271.503394731825
"Wisconsin","2018-Q2",2018-04-01,298973400000,1124276703.33333,265.925104659363
"Wisconsin","2018-Q3",2018-07-01,300505700000,1149272843.33333,261.474637413704
"Wisconsin","2018-Q4",2018-10-01,301577600000,1114810493.33333,270.519161600524
"Wisconsin","2019-Q1",2019-01-01,301387600000,1079011266.66667,279.318306778261
"Wisconsin","2019-Q2",2019-04-01,303443700000,1118561166.66667,271.28038147817
"Wisconsin","2019-Q3",2019-07-01,304920900000,1129094113.33333,270.058001719455
"Wisconsin","2019-Q4",2019-10-01,305812400000,1109626396.66667,275.59942780621
"Wisconsin","2020-Q1",2020-01-01,300941200000,1074415506.66667,280.097595513731
"Wisconsin","2020-Q2",2020-04-01,272260800000,992267250,274.382531520616
"Wisconsin","2020-Q3",2020-07-01,295510700000,1059118146.66667,279.015802845086
"Wisconsin","2020-Q4",2020-10-01,298150600000,1066660660,279.517761534395
"Wisconsin","2021-Q1",2021-01-01,299017100000,1045170966.66667,286.093959300885
"Wisconsin","2021-Q2",2021-04-01,303183800000,1091215536.66667,277.840435562469
"Wisconsin","2021-Q3",2021-07-01,303064100000,1105462713.33333,274.151354310416
"Wyoming","2015-Q1",2015-01-01,41067700000,101571166.666667,404.324389959749
"Wyoming","2015-Q2",2015-04-01,39970400000,104059843.333333,384.109746081045
"Wyoming","2015-Q3",2015-07-01,40523400000,107710070,376.226661072637
"Wyoming","2015-Q4",2015-10-01,40111100000,98440593.3333333,407.465036950543
"Wyoming","2016-Q1",2016-01-01,38970600000,91703863.3333333,424.961376581772
"Wyoming","2016-Q2",2016-04-01,38140900000,91667853.3333333,416.077159146594
"Wyoming","2016-Q3",2016-07-01,37948800000,96190943.3333333,394.51531178455
"Wyoming","2016-Q4",2016-10-01,37694500000,90960696.6666667,414.404257897614
"Wyoming","2017-Q1",2017-01-01,37214500000,88302716.6666667,421.44229990659
"Wyoming","2017-Q2",2017-04-01,37471300000,95433433.3333333,392.643318920728
"Wyoming","2017-Q3",2017-07-01,37491900000,100877486.666667,371.657752773777
"Wyoming","2017-Q4",2017-10-01,37538600000,95526816.6666667,392.964000161211
"Wyoming","2018-Q1",2018-01-01,37888100000,91800713.3333333,412.721193814979
"Wyoming","2018-Q2",2018-04-01,38085100000,97658340,389.983077738163
"Wyoming","2018-Q3",2018-07-01,37921700000,104239330,363.794548564347
"Wyoming","2018-Q4",2018-10-01,38056700000,100412780,379.002553260651
"Wyoming","2019-Q1",2019-01-01,38157900000,96721950,394.511276912841
"Wyoming","2019-Q2",2019-04-01,38512900000,102962513.333333,374.047784510829
"Wyoming","2019-Q3",2019-07-01,38862500000,108593593.333333,357.871019892579
"Wyoming","2019-Q4",2019-10-01,38980500000,101748356.666667,383.106924544269
"Wyoming","2020-Q1",2020-01-01,38059100000,97017396.6666667,392.291499335566
"Wyoming","2020-Q2",2020-04-01,34125700000,87479296.6666667,390.100301446563
"Wyoming","2020-Q3",2020-07-01,36364700000,93724063.3333333,387.997475852786
"Wyoming","2020-Q4",2020-10-01,36477200000,90898946.6666667,401.293979057476
"Wyoming","2021-Q1",2021-01-01,36808800000,87360693.3333333,421.342809855599
"Wyoming","2021-Q2",2021-04-01,37014400000,92911390,398.383879522199
"Wyoming","2021-Q3",2021-07-01,36877600000,98919513.3333333,372.804098577921
