"om","date","fips"
614424,2016-11-29,1103
614425,2016-11-29,1133
614428,2016-11-29,1089
614432,2016-11-29,47115
614436,2016-11-30,1071
614437,2016-11-30,47107
614439,2016-11-30,47139
613499,2016-01-17,12115
613500,2016-01-17,12081
613507,2016-01-21,28073
613497,2016-01-09,12071
613528,2016-02-15,28029
613536,2016-02-15,12000
613536,2016-02-15,12033
613536,2016-02-15,1053
613538,2016-02-15,1035
613554,2016-02-23,22063
613558,2016-02-23,22007
613559,2016-02-23,22093
613565,2016-02-23,28073
613568,2016-02-23,22095
613578,2016-02-23,12033
613604,2016-02-24,51011
613607,2016-02-24,37077
613609,2016-02-24,51097
613612,2016-02-24,42071
613513,2016-02-02,28075
613514,2016-02-02,28069
613515,2016-02-02,1107
613649,2016-03-15,17109
613651,2016-03-15,17161
613654,2016-03-15,17143
613662,2016-03-23,40000
613662,2016-03-23,5033
613671,2016-03-27,21047
613675,2016-03-30,40113
613677,2016-03-30,40131
613699,2016-03-31,1103
613615,2016-03-01,1073
613829,2016-04-29,48423
613830,2016-04-29,48423
613832,2016-04-29,48073
613840,2016-04-30,48241
613712,2016-04-06,1011
613718,2016-04-07,13243
613890,2016-05-10,21083
613897,2016-05-10,21183
613904,2016-05-11,29055
613926,2016-05-22,48227
613929,2016-05-22,48191
613936,2016-05-22,46121
613941,2016-05-22,48173
613943,2016-05-22,48173
613945,2016-05-22,48173
613953,2016-05-23,48345
613965,2016-05-24,20057
613969,2016-05-24,20083
613972,2016-05-24,20057
613979,2016-05-24,20057
613983,2016-05-24,20057
613984,2016-05-24,20083
613991,2016-05-24,20047
613993,2016-05-24,20047
614002,2016-05-25,20143
614004,2016-05-25,40047
614012,2016-05-26,48185
614040,2016-05-28,48267
613846,2016-05-07,8123
613851,2016-05-07,8125
613858,2016-05-08,20051
613862,2016-05-09,40049
613865,2016-05-09,40099
613872,2016-05-09,40069
613876,2016-05-09,31025
613877,2016-05-09,40103
613878,2016-05-09,40013
614071,2016-06-11,30025
614073,2016-06-13,46103
614078,2016-06-13,48375
614102,2016-06-19,27035
614120,2016-06-22,17099
614122,2016-06-22,17105
614127,2016-06-22,18069
614139,2016-06-28,31031
614192,2016-07-11,27093
614193,2016-07-11,27093
614208,2016-07-17,19011
614209,2016-07-17,19011
614240,2016-07-26,31161
614149,2016-07-04,21000
614149,2016-07-04,21127
614182,2016-07-07,20073
614183,2016-07-07,20073
614283,2016-08-15,18011
614308,2016-08-24,18107
614309,2016-08-24,18067
614312,2016-08-24,18003
614315,2016-08-24,39125
614317,2016-08-24,39039
614335,2016-08-27,38097
614340,2016-08-28,27107
614255,2016-08-03,38079
614258,2016-08-03,38027
614362,2016-09-09,17019
615826,2017-10-23,45083
615828,2017-10-23,45000
615828,2017-10-23,45021
615830,2017-10-23,37023
615775,2017-10-02,20171
615799,2017-10-08,45077
615800,2017-10-08,45059
615846,2017-11-05,18000
615846,2017-11-05,18035
615846,2017-11-05,39107
615848,2017-11-05,39107
615851,2017-11-05,39147
615853,2017-11-05,39033
615864,2017-11-05,39007
615890,2017-12-19,48073
615891,2017-12-19,48401
615888,2017-12-04,29000
615888,2017-12-04,29045
614512,2017-01-15,48099
614515,2017-01-15,48307
614523,2017-01-19,28127
614525,2017-01-21,28073
614526,2017-01-21,1023
614543,2017-01-21,13263
614549,2017-01-21,13225
614567,2017-01-21,45011
614569,2017-01-21,48203
614571,2017-01-21,48000
614571,2017-01-21,48315
614572,2017-01-21,22015
614571,2017-01-21,22017
614574,2017-01-21,22069
614583,2017-01-21,28075
614584,2017-01-22,13275
614585,2017-01-22,13027
614593,2017-01-22,13061
614597,2017-01-22,13095
614490,2017-01-02,28031
614497,2017-01-02,1061
614499,2017-01-02,13099
614501,2017-01-02,13099
614502,2017-01-02,13099
614626,2017-02-14,48157
614633,2017-02-19,48029
614640,2017-02-20,48491
614641,2017-02-20,48491
614642,2017-02-25,42079
614650,2017-02-28,17099
614657,2017-02-28,17203
614658,2017-02-28,17099
614661,2017-02-28,5145
614663,2017-02-28,29000
614663,2017-02-28,29157
614663,2017-02-28,17157
614670,2017-02-28,17000
614670,2017-02-28,17193
614670,2017-02-28,18129
614675,2017-02-28,18037
614609,2017-02-07,22063
614612,2017-02-07,22071
614613,2017-02-07,22063
614618,2017-02-07,28123
614623,2017-02-09,13031
614806,2017-03-24,48203
614810,2017-03-24,5125
614814,2017-03-24,5119
614845,2017-03-28,48173
614862,2017-03-29,22003
614867,2017-03-31,51550
614688,2017-03-01,18027
614689,2017-03-01,18027
614693,2017-03-01,18093
614696,2017-03-01,18071
614700,2017-03-01,21083
614734,2017-03-06,29047
614742,2017-03-06,29095
614743,2017-03-06,19185
614745,2017-03-06,19007
614756,2017-03-06,19115
614758,2017-03-06,19139
614759,2017-03-06,19139
614761,2017-03-06,19163
614769,2017-03-06,5101
614773,2017-03-07,17179
614780,2017-03-09,29181
614791,2017-03-09,29000
614791,2017-03-09,29143
614792,2017-03-09,21000
614792,2017-03-09,21075
614792,2017-03-09,47131
614984,2017-04-14,48069
615016,2017-04-27,13263
615020,2017-04-28,40079
615031,2017-04-29,48213
615032,2017-04-29,48213
615033,2017-04-29,48467
615045,2017-04-30,29143
615050,2017-04-30,28001
615053,2017-04-30,28021
615064,2017-04-30,28163
615066,2017-04-30,28163
615072,2017-04-30,28015
614875,2017-04-02,22079
614876,2017-04-02,22059
614880,2017-04-02,22059
614884,2017-04-02,22059
614885,2017-04-02,22059
614889,2017-04-02,22041
614914,2017-04-03,13319
614931,2017-04-03,45017
614932,2017-04-04,29119
614935,2017-04-05,1000
614935,2017-04-05,1005
614935,2017-04-05,13061
614938,2017-04-05,13243
614939,2017-04-05,45037
614945,2017-04-05,13175
614959,2017-04-06,12093
615158,2017-05-11,48347
615169,2017-05-16,55095
615173,2017-05-16,48483
615178,2017-05-16,40129
615182,2017-05-16,40009
615183,2017-05-16,20145
615200,2017-05-17,17073
615221,2017-05-18,48485
615235,2017-05-18,40091
615243,2017-05-18,40101
615310,2017-05-23,13051
615323,2017-05-24,45081
615325,2017-05-24,37097
615326,2017-05-24,37059
615329,2017-05-24,37169
615401,2017-06-12,8000
615401,2017-06-12,56021
615404,2017-06-12,56000
615404,2017-06-12,56015
615404,2017-06-12,31165
615405,2017-06-12,56019
615415,2017-06-12,31123
615448,2017-06-16,31000
615448,2017-06-16,31153
615489,2017-06-28,19071
615497,2017-06-28,19173
615501,2017-06-28,19113
615507,2017-06-28,19105
615390,2017-06-09,38019
615391,2017-06-09,38005
615555,2017-07-11,38097
615557,2017-07-11,38000
615557,2017-07-11,38097
615557,2017-07-11,27107
615558,2017-07-11,27107
615581,2017-07-20,36029
615594,2017-07-23,24035
615653,2017-08-18,19143
615659,2017-08-19,31115
615694,2017-08-29,22001
615709,2017-08-31,1107
615716,2017-08-31,1043
615613,2017-08-06,40143
615733,2017-09-10,12105
615736,2017-09-10,12009
615745,2017-09-10,12109
615723,2017-09-04,39033
615905,2018-01-21,48037
615931,2018-02-24,47000
615931,2018-02-24,21141
615935,2018-02-24,5000
615935,2018-02-24,5021
615935,2018-02-24,29069
615937,2018-02-24,29143
615949,2018-02-24,21047
615952,2018-02-24,47125
615957,2018-02-24,21087
615967,2018-03-11,22009
615980,2018-03-19,1083
615986,2018-03-19,1095
615989,2018-03-19,1115
615991,2018-03-19,1000
615991,2018-03-19,1015
615994,2018-03-19,13121
1634,2008-11-14,45000
1639,2008-11-15,37195
1640,2008-11-15,37000
1667,2008-12-10,1000
1668,2008-12-10,1000
1645,2008-12-08,48000
1651,2008-12-09,22000
1654,2008-12-09,28051
1661,2008-12-09,28000
1556,2008-09-12,22000
1596,2008-09-13,26000
1535,2008-09-03,22000
998,2009-10-27,13000
985,2009-10-29,5103
982,2009-10-29,22015
973,2009-10-29,5039
1020,2009-10-09,21000
1018,2009-10-09,21000
1130,2009-12-23,48000
1127,2009-12-23,48000
1124,2009-12-23,48365
1142,2009-12-24,22000
1143,2009-12-24,22000
1152,2009-12-24,22000
1110,2009-12-02,13001
9,2009-02-10,40083
14,2009-02-10,48000
14,2009-02-10,40085
28,2009-02-18,13189
32,2009-02-18,13077
33,2009-02-18,13301
34,2009-02-18,13000
35,2009-02-18,13000
36,2009-02-19,13000
42,2009-02-28,1000
79,2009-03-23,31000
83,2009-03-23,31000
91,2009-03-23,19000
106,2009-03-26,28129
109,2009-03-26,28000
124,2009-03-27,37000
141,2009-03-28,21101
146,2009-03-28,37000
51,2009-03-08,17000
59,2009-03-08,17000
66,2009-03-08,17025
71,2009-03-08,18000
211,2009-04-10,21107
212,2009-04-10,47000
223,2009-04-10,47000
222,2009-04-10,1071
226,2009-04-10,13000
229,2009-04-10,13000
235,2009-04-10,45000
251,2009-04-10,13000
252,2009-04-10,13245
254,2009-04-10,45000
257,2009-04-10,13000
264,2009-04-10,45000
289,2009-04-16,48000
301,2009-04-18,20083
321,2009-04-19,1115
325,2009-04-19,1000
325,2009-04-19,1000
332,2009-04-25,40000
333,2009-04-25,40000
339,2009-04-26,40045
365,2009-04-29,48000
177,2009-04-06,37000
185,2009-04-09,40000
185,2009-04-09,40000
187,2009-04-09,40000
187,2009-04-09,40000
188,2009-04-09,5000
187,2009-04-09,5061
189,2009-04-09,48000
191,2009-04-09,5000
193,2009-04-09,5000
196,2009-04-09,48000
196,2009-04-09,22015
200,2009-04-09,5000
202,2009-04-09,22073
524,2009-05-13,29000
531,2009-05-13,40000
541,2009-05-14,18000
551,2009-05-15,48000
556,2009-05-16,36053
406,2009-05-03,22000
433,2009-05-05,37000
449,2009-05-06,1089
471,2009-05-08,29000
470,2009-05-08,29000
472,2009-05-08,29000
477,2009-05-08,29000
478,2009-05-08,29000
479,2009-05-08,29215
493,2009-05-08,21151
497,2009-05-08,47000
499,2009-05-08,47000
505,2009-05-08,51000
507,2009-05-08,51000
508,2009-05-08,37000
666,2009-06-12,28000
678,2009-06-13,48000
695,2009-06-15,8000
706,2009-06-15,20185
760,2009-06-17,27000
765,2009-06-17,31000
775,2009-06-19,26000
777,2009-06-19,26000
827,2009-06-24,31000
610,2009-06-05,56000
630,2009-06-08,17000
886,2009-07-13,56000
889,2009-07-13,31000
890,2009-07-14,27121
943,2009-07-29,42000
944,2009-07-29,34000
944,2009-07-29,34000
951,2009-07-30,5107
951,2009-07-30,5000
951,2009-07-30,28000
951,2009-07-30,5000
951,2009-07-30,28000
951,2009-07-30,5000
956,2009-07-30,28000
872,2009-07-08,38000
1068,2009-08-19,17167
1062,2009-08-19,17107
1044,2009-08-19,18000
1109,2010-10-24,48000
1121,2010-10-25,1000
1121,2010-10-25,1049
1131,2010-10-26,17000
1156,2010-10-26,39003
1173,2010-10-26,47000
1175,2010-10-26,37000
1179,2010-10-26,37000
1187,2010-10-27,51000
1091,2010-10-06,4000
1092,2010-10-06,4000
1093,2010-10-06,4000
1094,2010-10-06,4000
1096,2010-10-06,4000
1203,2010-11-22,17000
1220,2010-11-29,22000
1225,2010-11-29,28000
1227,2010-11-29,28000
1231,2010-11-29,28007
1232,2010-11-29,28000
1234,2010-11-29,28000
1238,2010-11-30,28000
1247,2010-11-30,13000
1252,2010-12-14,41000
1257,2010-12-31,40000
1257,2010-12-31,40000
1257,2010-12-31,5007
1260,2010-12-31,29000
1261,2010-12-31,29000
1266,2010-12-31,29099
1270,2010-12-31,29189
1274,2010-12-31,17000
1276,2010-12-31,29000
1277,2010-12-31,29000
1280,2010-12-31,28121
6,2010-01-20,48000
6,2010-01-20,48000
7,2010-01-20,48000
6,2010-01-20,22000
10,2010-01-20,48000
18,2010-01-21,28000
26,2010-01-21,1000
39,2010-03-10,5000
57,2010-03-28,37057
58,2010-03-28,37081
60,2010-03-28,45000
61,2010-03-28,45000
32,2010-03-08,40039
118,2010-04-22,48101
120,2010-04-22,48000
138,2010-04-24,28101
140,2010-04-24,22000
140,2010-04-24,22000
140,2010-04-24,28055
140,2010-04-24,28007
148,2010-04-24,28000
149,2010-04-24,28000
158,2010-04-24,1000
164,2010-04-24,1095
165,2010-04-24,1073
166,2010-04-24,1000
167,2010-04-24,1000
167,2010-04-24,1000
168,2010-04-24,1000
169,2010-04-24,47105
172,2010-04-25,45000
173,2010-04-25,45000
185,2010-04-30,5141
192,2010-04-30,5141
193,2010-04-30,5053
195,2010-04-30,5085
196,2010-04-30,5000
197,2010-04-30,17000
202,2010-04-30,5000
251,2010-05-10,40000
251,2010-05-10,40071
257,2010-05-10,20000
270,2010-05-10,40109
274,2010-05-10,40125
279,2010-05-10,40125
283,2010-05-10,40000
285,2010-05-10,40133
286,2010-05-10,40000
287,2010-05-10,40000
293,2010-05-10,40000
296,2010-05-10,40000
298,2010-05-10,40000
305,2010-05-10,40000
311,2010-05-10,40005
324,2010-05-13,40143
326,2010-05-13,40000
327,2010-05-13,40000
328,2010-05-13,40000
330,2010-05-13,40097
341,2010-05-14,48000
371,2010-05-18,48000
374,2010-05-18,56000
420,2010-05-22,46045
425,2010-05-22,46089
429,2010-05-22,46000
430,2010-05-22,46000
431,2010-05-22,31000
432,2010-05-23,48000
436,2010-05-23,35000
436,2010-05-23,35000
442,2010-05-23,35000
450,2010-05-24,46000
456,2010-05-24,46000
457,2010-05-24,46000
503,2010-05-31,8000
505,2010-05-31,8000
216,2010-05-02,21105
221,2010-05-02,47000
222,2010-05-02,28000
222,2010-05-02,28139
223,2010-05-02,21000
222,2010-05-02,47109
226,2010-05-02,47071
227,2010-05-02,28000
230,2010-05-02,47000
231,2010-05-02,47000
236,2010-05-02,21000
629,2010-06-16,30000
633,2010-06-16,46000
636,2010-06-16,46000
643,2010-06-17,27111
645,2010-06-17,38035
651,2010-06-17,38000
653,2010-06-17,38000
655,2010-06-17,38000
659,2010-06-17,27159
690,2010-06-17,27000
691,2010-06-17,27125
692,2010-06-17,27000
697,2010-06-17,27000
699,2010-06-17,27147
702,2010-06-17,27000
705,2010-06-17,27000
706,2010-06-17,27039
708,2010-06-17,27000
708,2010-06-17,27115
718,2010-06-20,30000
723,2010-06-20,31000
744,2010-06-21,30000
747,2010-06-21,55000
780,2010-06-25,27000
782,2010-06-25,27000
784,2010-06-25,27000
787,2010-06-25,27000
793,2010-06-25,19143
510,2010-06-01,19000
520,2010-06-02,48000
536,2010-06-05,17143
539,2010-06-05,17099
544,2010-06-05,17099
546,2010-06-05,17203
548,2010-06-05,17000
549,2010-06-05,17000
552,2010-06-05,39000
556,2010-06-05,17000
558,2010-06-05,39123
559,2010-06-05,26000
562,2010-06-05,26000
565,2010-06-05,26000
568,2010-06-05,18103
571,2010-06-06,26000
877,2010-07-14,38000
884,2010-07-14,55000
886,2010-07-14,55000
934,2010-07-22,55000
940,2010-07-23,42103
950,2010-07-24,36000
951,2010-07-24,36000
960,2010-07-26,30000
968,2010-07-27,55000
834,2010-07-02,30000
1002,2010-08-10,38000
1018,2010-08-12,38101
991,2010-08-07,38000
991,2010-08-07,38000
991,2010-08-07,27000
1066,2010-09-16,39000
1071,2010-09-16,39000
1077,2010-09-16,39000
1078,2010-09-16,39000
1078,2010-09-16,39000
1078,2010-09-16,54000
1044,2010-09-08,48000
350737,2011-10-18,12000
355015,2011-11-14,36000
355016,2011-11-14,36000
353322,2011-11-16,28061
350974,2011-11-16,1000
350981,2011-11-16,1000
350981,2011-11-16,13263
354821,2011-11-16,45000
351147,2011-11-16,37151
353594,2011-11-07,48000
353594,2011-11-07,40141
348670,2011-11-08,22000
357512,2011-12-22,13000
357513,2011-12-22,13015
272481,2011-01-01,28000
272715,2011-01-01,28103
272720,2011-01-01,28000
290152,2011-02-24,28125
278691,2011-02-24,21000
332543,2011-02-24,47039
318252,2011-02-24,47189
284965,2011-02-24,47000
284640,2011-02-27,17000
286550,2011-02-28,17000
284642,2011-02-28,17000
284645,2011-02-28,17000
280345,2011-02-28,18125
287396,2011-02-28,18000
286984,2011-02-28,21000
291036,2011-02-28,47051
279357,2011-03-22,19000
292990,2011-03-23,42000
290014,2011-03-23,47000
282100,2011-03-23,47000
292185,2011-03-05,22000
285235,2011-03-09,28000
280605,2011-03-09,22000
295256,2011-03-09,1000
295279,2011-03-09,1000
285243,2011-04-10,55069
293736,2011-04-10,55000
285272,2011-04-10,55037
285307,2011-04-10,55000
302759,2011-04-14,40000
285080,2011-04-14,40000
302789,2011-04-14,40000
302814,2011-04-14,40000
289563,2011-04-15,5000
302467,2011-04-15,28000
297476,2011-04-15,1000
302506,2011-04-15,28069
302506,2011-04-15,28000
302506,2011-04-15,1000
302922,2011-04-15,28000
307556,2011-04-15,1000
307574,2011-04-15,1125
307634,2011-04-15,1000
310060,2011-04-15,1000
310078,2011-04-15,1065
310083,2011-04-15,1000
297660,2011-04-15,1000
310524,2011-04-15,1000
297656,2011-04-15,1013
310525,2011-04-15,1000
297829,2011-04-15,1091
310533,2011-04-15,1000
296776,2011-04-15,28000
296776,2011-04-15,28000
296776,2011-04-15,1000
297471,2011-04-15,1000
311702,2011-04-15,1000
297833,2011-04-15,1000
311717,2011-04-15,1000
311756,2011-04-15,1037
297830,2011-04-15,1000
297797,2011-04-15,1035
295917,2011-04-16,37000
295917,2011-04-16,37000
295917,2011-04-16,51000
297611,2011-04-16,37105
297254,2011-04-16,37051
300477,2011-04-16,37051
300502,2011-04-16,37000
297246,2011-04-16,37000
296274,2011-04-16,37131
296306,2011-04-16,37107
305437,2011-04-16,51095
304929,2011-04-16,37091
305351,2011-04-16,37091
291704,2011-04-16,37000
303640,2011-04-16,51000
303638,2011-04-16,51000
291729,2011-04-16,37000
291732,2011-04-16,37000
314471,2011-04-19,17000
308598,2011-04-19,17000
315095,2011-04-19,17000
289175,2011-04-19,17000
289121,2011-04-19,17000
289166,2011-04-19,17000
304927,2011-04-19,18000
305337,2011-04-19,18000
292197,2011-04-19,39000
292531,2011-04-20,39000
303747,2011-04-21,48000
317910,2011-04-22,29000
317910,2011-04-22,29000
317910,2011-04-22,17000
317675,2011-04-22,17000
317867,2011-04-22,17027
289465,2011-04-22,21233
289981,2011-04-23,17000
289995,2011-04-23,21000
289586,2011-04-25,5000
289587,2011-04-25,5000
289592,2011-04-25,5125
289605,2011-04-25,5045
289604,2011-04-25,5000
290471,2011-04-26,21000
290349,2011-04-26,18000
291125,2011-04-26,48000
302894,2011-04-26,21093
291143,2011-04-26,48000
291143,2011-04-26,48000
291143,2011-04-26,22017
306571,2011-04-26,22035
291598,2011-04-26,22000
306597,2011-04-26,28000
291657,2011-04-26,22127
308237,2011-04-27,28015
308253,2011-04-27,28000
308417,2011-04-27,28097
308441,2011-04-27,28015
308546,2011-04-27,28019
308961,2011-04-27,28000
309073,2011-04-27,28155
309824,2011-04-27,28155
301577,2011-04-27,28000
310026,2011-04-27,28103
310026,2011-04-27,28000
311310,2011-04-27,1000
311504,2011-04-27,1125
311603,2011-04-27,1073
314602,2011-04-27,1000
302699,2011-04-27,47127
302192,2011-04-27,1000
312153,2011-04-27,1009
311613,2011-04-27,1000
305374,2011-04-27,47003
312133,2011-04-27,1000
302790,2011-04-27,1049
302738,2011-04-27,1071
351615,2011-04-27,47000
293385,2011-04-27,47000
303011,2011-04-27,28000
309257,2011-04-27,28069
301943,2011-04-27,1103
310930,2011-04-27,28013
303241,2011-04-27,5000
309488,2011-04-27,1000
309488,2011-04-27,1059
311015,2011-04-27,28049
307109,2011-04-27,1125
303562,2011-04-27,28000
303562,2011-04-27,28057
311051,2011-04-27,28000
311051,2011-04-27,28000
303562,2011-04-27,1059
301925,2011-04-27,1000
301925,2011-04-27,1049
311051,2011-04-27,1107
311053,2011-04-27,28000
301925,2011-04-27,13295
314625,2011-04-27,1125
301882,2011-04-27,1000
301882,2011-04-27,1000
309488,2011-04-27,47051
311057,2011-04-27,28000
314709,2011-04-27,1133
303574,2011-04-27,47000
301882,2011-04-27,47000
294036,2011-04-27,47139
314725,2011-04-27,1065
311079,2011-04-27,28000
311079,2011-04-27,28061
315350,2011-04-27,1000
300729,2011-04-27,47000
301829,2011-04-27,1000
301829,2011-04-27,1000
314829,2011-04-27,1000
314829,2011-04-27,1115
353666,2011-04-27,47009
311079,2011-04-27,1119
305268,2011-04-27,13000
305268,2011-04-27,13000
305268,2011-04-27,47011
303871,2011-04-27,51000
314829,2011-04-27,13115
315331,2011-04-27,1123
305917,2011-04-27,13057
350287,2011-04-27,47179
347884,2011-04-27,47009
302107,2011-04-27,1000
300459,2011-04-27,47007
300730,2011-04-27,47000
306267,2011-04-27,13311
347518,2011-04-27,47179
306600,2011-04-27,13000
297650,2011-04-27,47000
306601,2011-04-27,13199
306606,2011-04-27,13255
306882,2011-04-27,13171
297632,2011-04-27,47179
298380,2011-04-27,51173
302432,2011-04-27,36000
302227,2011-04-28,51171
303164,2011-04-28,36000
289235,2011-04-28,42000
289252,2011-04-28,42000
282676,2011-04-04,5000
288327,2011-04-04,21000
288319,2011-04-04,21000
282668,2011-04-04,22025
282592,2011-04-04,22000
282592,2011-04-04,22000
295351,2011-04-05,13000
300147,2011-04-08,51000
283803,2011-04-09,19000
301836,2011-04-09,19000
283214,2011-04-09,19000
283213,2011-04-09,19000
283446,2011-04-09,19021
283456,2011-04-09,19021
283450,2011-04-09,19000
286555,2011-04-09,19000
295476,2011-05-21,20139
300438,2011-05-22,19000
300438,2011-05-22,19000
307316,2011-05-22,19000
304520,2011-05-22,27000
304520,2011-05-22,27000
304520,2011-05-22,55000
307472,2011-05-22,55057
296616,2011-05-22,29097
296624,2011-05-22,29109
310045,2011-05-22,40000
310331,2011-05-22,40000
310331,2011-05-22,40000
296629,2011-05-22,29213
310331,2011-05-22,29000
310058,2011-05-22,40041
310271,2011-05-22,40000
293471,2011-05-23,42000
293512,2011-05-23,47000
293512,2011-05-23,47000
293512,2011-05-23,21000
315803,2011-05-24,40011
315827,2011-05-24,40000
315837,2011-05-24,40073
328740,2011-05-24,20009
315858,2011-05-24,40087
315869,2011-05-24,40087
315880,2011-05-24,40000
315890,2011-05-24,40000
310353,2011-05-24,40000
307405,2011-05-24,48000
310375,2011-05-24,40145
310396,2011-05-24,40000
312972,2011-05-24,40000
312994,2011-05-24,5083
308464,2011-05-24,5115
306767,2011-05-25,18000
313424,2011-05-25,29000
307045,2011-05-25,29223
307040,2011-05-25,17000
301431,2011-05-25,17127
317947,2011-05-25,18000
311375,2011-05-25,17000
307055,2011-05-25,18163
301473,2011-05-25,18000
306017,2011-05-25,5000
299822,2011-05-25,6000
294646,2011-05-25,18000
294665,2011-05-25,18000
295475,2011-05-25,1079
298933,2011-05-26,22000
317923,2011-05-30,38017
317927,2011-05-30,38000
318027,2011-05-30,38000
310359,2011-06-12,38000
332498,2011-06-19,29000
308544,2011-06-19,21000
326534,2011-06-20,20137
327296,2011-06-20,20000
327354,2011-06-20,20000
327315,2011-06-20,20147
326857,2011-06-20,31000
326861,2011-06-20,31000
326835,2011-06-20,31000
326862,2011-06-20,31000
326863,2011-06-20,31000
326864,2011-06-20,31000
308156,2011-06-22,21000
308169,2011-06-22,21000
323440,2011-06-01,25027
322007,2011-07-10,38000
333619,2011-07-10,38000
331480,2011-07-17,38000
333006,2011-07-01,27000
335692,2011-07-01,55000
314205,2011-07-04,38000
340623,2011-08-10,40021
335920,2011-08-11,31000
343871,2011-08-21,36011
335363,2011-08-23,55000
345347,2011-08-26,37000
349327,2011-09-14,4000
342875,2011-09-25,21000
413042,2012-10-17,28000
413060,2012-10-17,28053
412029,2012-10-17,28101
426570,2012-12-25,48000
421974,2012-12-25,22000
421978,2012-12-25,22000
423982,2012-12-25,28000
423982,2012-12-25,28131
420473,2012-12-25,28000
422371,2012-12-25,1000
422348,2012-12-25,1000
422499,2012-12-25,1131
425352,2012-12-25,1000
425358,2012-12-25,1000
360514,2012-01-11,37000
360515,2012-01-11,37000
354252,2012-01-17,21003
356848,2012-01-17,28000
355489,2012-01-22,5039
355495,2012-01-22,5001
355500,2012-01-22,5000
356524,2012-01-22,17000
356944,2012-01-22,28000
362758,2012-01-23,1000
362778,2012-01-23,1000
362779,2012-01-23,1073
364295,2012-01-23,1115
364350,2012-01-23,1021
358537,2012-02-24,45063
359087,2012-02-28,20139
364185,2012-02-28,29059
363341,2012-02-29,29000
364194,2012-02-29,29213
365575,2012-02-29,29017
368234,2012-02-29,29031
359708,2012-02-29,29000
359708,2012-02-29,29000
359709,2012-02-29,29000
359708,2012-02-29,17077
359690,2012-02-29,17000
359691,2012-02-29,17059
359692,2012-02-29,17000
359692,2012-02-29,17127
359692,2012-02-29,21145
359735,2012-02-29,21000
359078,2012-02-29,21000
359079,2012-02-29,21000
359080,2012-02-29,21000
359081,2012-02-29,21000
361724,2012-02-29,21000
359076,2012-02-29,21045
362596,2012-02-29,47000
367125,2012-02-03,48000
362955,2012-03-15,26000
362964,2012-03-15,26000
364383,2012-03-18,31000
364385,2012-03-18,31000
364386,2012-03-18,31000
364618,2012-03-18,48000
368119,2012-03-19,48000
367954,2012-03-19,48000
366418,2012-03-21,22000
365929,2012-03-21,28149
365948,2012-03-21,28000
374200,2012-03-23,17000
361096,2012-03-02,1089
361143,2012-03-02,1000
374002,2012-03-02,47011
373982,2012-03-02,18000
374085,2012-03-02,47000
374012,2012-03-02,21000
359896,2012-03-02,18000
359896,2012-03-02,18019
359389,2012-03-02,21000
359384,2012-03-02,21027
359896,2012-03-02,21000
369148,2012-03-02,18000
369205,2012-03-02,21117
369180,2012-03-02,21000
369380,2012-03-02,21000
369380,2012-03-02,21191
369380,2012-03-02,39015
370174,2012-03-02,39000
368695,2012-03-02,21000
368695,2012-03-02,21175
368695,2012-03-02,21000
367960,2012-03-02,47000
369877,2012-03-02,47000
368695,2012-03-02,54043
368709,2012-03-02,21000
368709,2012-03-02,21153
368708,2012-03-02,21000
368709,2012-03-02,54000
366756,2012-03-02,37000
365183,2012-03-02,13223
366728,2012-03-02,47000
374379,2012-03-02,1037
374385,2012-03-02,1017
371919,2012-03-03,37025
360326,2012-03-03,13173
365587,2012-04-14,31000
365649,2012-04-14,19000
366377,2012-04-14,20053
366995,2012-04-14,19175
380694,2012-04-14,20047
380707,2012-04-14,20159
366415,2012-04-14,20000
366421,2012-04-14,20000
378787,2012-04-14,40153
378297,2012-04-26,47000
375372,2012-04-27,8000
375373,2012-04-27,8000
375374,2012-04-27,8000
375376,2012-04-27,8000
380726,2012-04-30,20000
377593,2012-04-03,48113
378595,2012-04-03,48000
377573,2012-04-03,48000
377580,2012-04-03,48231
385726,2012-05-10,48000
372112,2012-05-19,20095
372114,2012-05-19,20000
373425,2012-05-24,31000
395046,2012-05-25,20000
374117,2012-05-25,20000
395066,2012-05-25,20000
395069,2012-05-25,20000
380011,2012-05-01,40000
383794,2012-05-03,19183
393342,2012-06-22,46000
380273,2012-06-24,12000
384508,2012-06-04,29000
377624,2012-06-07,56000
387851,2012-06-07,8041
410072,2012-08-30,28000
413984,2012-09-01,5000
400292,2012-09-04,55000
477104,2013-10-31,29000
472673,2013-10-03,31131
474503,2013-10-04,31000
472670,2013-10-04,31051
473017,2013-10-04,31000
472671,2013-10-04,31000
472671,2013-10-04,31000
472671,2013-10-04,19193
476100,2013-10-04,19035
483766,2013-11-17,17179
483775,2013-11-17,17203
482450,2013-11-17,17000
484027,2013-11-17,17197
482459,2013-11-17,17049
484032,2013-11-17,17000
483864,2013-11-17,17019
483893,2013-11-17,17183
483896,2013-11-17,17000
480997,2013-11-17,29000
482626,2013-11-17,17000
485057,2013-11-17,18171
482620,2013-11-17,17047
485110,2013-11-17,18107
482623,2013-11-17,17000
484082,2013-11-17,18181
482625,2013-11-17,17000
483207,2013-11-17,18000
482746,2013-11-17,18000
485133,2013-11-17,18000
485368,2013-11-17,18023
482009,2013-11-17,18000
480993,2013-11-17,21000
480993,2013-11-17,21000
485095,2013-11-17,18067
482727,2013-11-17,18000
480993,2013-11-17,17151
