id,relid,year,active_year,code_status,type_of_violence,conflict_dset_id,conflict_new_id,conflict_name,dyad_dset_id,dyad_new_id,dyad_name,side_a_dset_id,side_a_new_id,side_a,side_b_dset_id,side_b_new_id,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,where_description,adm_1,adm_2,latitude,longitude,geom_wkt,priogrid_gid,country,country_id,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,best_est,high_est,low_est
120579,SAL-1989-1-225-41,1989,True,Clear,1,316,316,El Salvador: Government,697,697,Government of El Salvador - FMLN,13,13,Government of El Salvador,755,755,FMLN,2,"""Reuters,1989-11-30,Salvadorean rebels renew assault "";""St. Louis Post-Dispatch,1989-12-01,U.S. GROUP FLEES EL SALVADOR DEPENDENTS OF DIPLOMATS URGED TO GO.""",Reuters;St. Louis Post-Dispatch,1989-11-30;1989-12-01,Salvadorean rebels renew assault ;U.S. GROUP FLEES EL SALVADOR DEPENDENTS OF DIPLOMATS URGED TO GO.,"military spokesman
",1,San Salvador city,"San Salvador city (Escalon)
",San Salvador department,San Salvador municipality,13.708611,-89.203056,POINT (-89.203056 13.708611),149222,El Salvador,92,Americas,1,1,11/29/1989 00:00:00,11/29/1989 00:00:00,5,12,0,0,17,22,17,
120580,SAL-1989-1-225-42,1989,True,Clear,1,316,316,El Salvador: Government,697,697,Government of El Salvador - FMLN,13,13,Government of El Salvador,755,755,FMLN,2,"""St. Louis Post-Dispatch ,1989-12-02,SALVADORAN SOLDIERS, REBELS FIGHT IN CAPITAL."";""St. Louis Post Dispatch,1989-12-02,SALVADORAN SOLDIERS, REBELS FIGHT IN CAPITAL """,St. Louis Post-Dispatch ;St. Louis Post Dispatch,1989-12-02;1989-12-02,"SALVADORAN SOLDIERS, REBELS FIGHT IN CAPITAL.;SALVADORAN SOLDIERS, REBELS FIGHT IN CAPITAL ","military spokesman
",1,Zacatecoluca town,Zacatecoluca town ,La Paz department,Zacatecoluca municipality,13.500000,-88.866667,POINT (-88.866667 13.5),149223,El Salvador,92,Americas,1,1,12/01/1989 00:00:00,12/01/1989 00:00:00,9,9,0,0,18,18,18,
120582,SAL-1989-1-225-44,1989,True,Clear,1,316,316,El Salvador: Government,697,697,Government of El Salvador - FMLN,13,13,Government of El Salvador,755,755,FMLN,3,"""St. Louis Post-Dispatch ,1989-12-07,REBELS RELEASE U.S. MECHANIC."";""BBC,1989-12-08,FMLN shoots down two aircraft, Cristiani on war cost. ."";""St. Louis Post-Dispatch,1989-12-07,SALVADORAN REBELS SHOOT DOWN PLANE .""",St. Louis Post-Dispatch ;BBC;St. Louis Post-Dispatch,1989-12-07;1989-12-08;1989-12-07,"REBELS RELEASE U.S. MECHANIC.;FMLN shoots down two aircraft, Cristiani on war cost. .;SALVADORAN REBELS SHOOT DOWN PLANE .","military spokesman
",2,Ozatlán town,Ozatlan town (near),Usulután department,Ozatlán municipality,13.383333,-88.500000,POINT (-88.5 13.383333),148504,El Salvador,92,Americas,1,1,12/05/1989 00:00:00,12/05/1989 00:00:00,3,5,0,0,8,8,8,
120583,SAL-1989-1-225-45,1989,True,Clear,1,316,316,El Salvador: Government,697,697,Government of El Salvador - FMLN,13,13,Government of El Salvador,755,755,FMLN,1,"""Latin American Weekly Report ,1989-12-14,Three weeks on, the FMLN offensive continues in El Salvador.""",Latin American Weekly Report ,1989-12-14,"Three weeks on, the FMLN offensive continues in El Salvador.","rebel radio / military spokesman
",6,El Salvador,El Salvador,,,13.833300,-88.916700,POINT (-88.9167 13.8333),149223,El Salvador,92,Americas,2,4,11/11/1989 00:00:00,12/04/1989 00:00:00,201,772,0,0,973,973,973,
120584,SAL-1989-1-225-46,1989,True,Clear,1,316,316,El Salvador: Government,697,697,Government of El Salvador - FMLN,13,13,Government of El Salvador,755,755,FMLN,1,"""Latin American Weekly Report ,1990-01-18,Army killed Jesuits.""",Latin American Weekly Report ,1990-01-18,Army killed Jesuits.,"military report
",6,El Salvador,El Salvador,,,13.833300,-88.916700,POINT (-88.9167 13.8333),149223,El Salvador,92,Americas,2,5,01/01/1989 00:00:00,12/31/1989 00:00:00,326,1216,0,0,1542,1542,1542,
120589,SAL-1990-1-225-2,1990,True,Clear,1,316,316,El Salvador: Government,697,697,Government of El Salvador - FMLN,13,13,Government of El Salvador,755,755,FMLN,2,"""Reuters,1990-02-11,SALVADOREAN AIR FORCE BOMBS REFUGEE SITE, SIX KILLED."";""Human Rights Watch,1990-09-01, EL SALVADOR IMPUNITY PREVAILS IN HUMAN RIGHTS CASES .""",Reuters;Human Rights Watch,1990-02-11;1990-09-01,"SALVADOREAN AIR FORCE BOMBS REFUGEE SITE, SIX KILLED.; EL SALVADOR IMPUNITY PREVAILS IN HUMAN RIGHTS CASES .","witnesses / Red Cross
",3,San José Las Flores municipality,"Corral de Piedra resettlement site, Guancorita",Chalatenango department,San José Las Flores municipality,14.050000,-88.850000,POINT (-88.85 14.05),149943,El Salvador,92,Americas,1,1,02/11/1990 00:00:00,02/11/1990 00:00:00,0,0,5,0,5,6,5,
120590,SAL-1990-1-225-3,1990,True,Clear,1,316,316,El Salvador: Government,697,697,Government of El Salvador - FMLN,13,13,Government of El Salvador,755,755,FMLN,2,"""DPA (West German Agency) ,1990-02-19,""Heavy clashes"" in north-east."";""Reuters,1990-02-23,GUERRILLAS KILL THREE, WOUND 10 IN EL SALVADOR. """,DPA (West German Agency) ;Reuters,1990-02-19;1990-02-23,"""Heavy clashes"" in north-east.;GUERRILLAS KILL THREE, WOUND 10 IN EL SALVADOR. ",,4,Morazán department," Morazan department 
",Morazán department,,13.800000,-88.100000,POINT (-88.1 13.8),149224,El Salvador,92,Americas,2,2,02/15/1990 00:00:00,02/16/1990 00:00:00,2,0,0,0,2,2,2,
120591,SAL-1990-1-225-4,1990,True,Clear,1,316,316,El Salvador: Government,697,697,Government of El Salvador - FMLN,13,13,Government of El Salvador,755,755,FMLN,1,"""Reuters,1990-02-25, QUAYLE, CENTRAL AMERICAN LEADERS ATTEND DUARTE FUNERAL.""",Reuters,1990-02-25," QUAYLE, CENTRAL AMERICAN LEADERS ATTEND DUARTE FUNERAL.","military spokesman
",4,San Vicente department,"central San Vicente province
",San Vicente department,,13.516667,-88.750000,POINT (-88.75 13.516667),149223,El Salvador,92,Americas,1,1,02/24/1990 00:00:00,02/24/1990 00:00:00,6,5,0,0,11,11,11,
120592,SAL-1990-1-225-5,1990,True,Clear,1,316,316,El Salvador: Government,697,697,Government of El Salvador - FMLN,13,13,Government of El Salvador,755,755,FMLN,1,"""Radio Venceremos ,1990-03-11,FMLN radio urges Honduran government to end incursions into El Salvador.""",Radio Venceremos ,1990-03-11,FMLN radio urges Honduran government to end incursions into El Salvador.,"rebel radio
",2,San Salvador city,North of San Salvador city,San Salvador department,San Salvador municipality,13.708611,-89.203056,POINT (-89.203056 13.708611),149222,El Salvador,92,Americas,1,1,03/11/1990 00:00:00,03/11/1990 00:00:00,1,0,0,0,1,1,1,
120593,SAL-1990-1-225-6,1990,True,Clear,1,316,316,El Salvador: Government,697,697,Government of El Salvador - FMLN,13,13,Government of El Salvador,755,755,FMLN,1,"""SvD ,1990-04-03,Bilbomb i El Salvador.""",SvD ,1990-04-03,Bilbomb i El Salvador.,"military spokesman
",1,Santa Tecla town,"Santa Tecla town
",La Libertad department,Santa Tecla municipality,13.676944,-89.279722,POINT (-89.279722 13.676944),149222,El Salvador,92,Americas,1,1,04/02/1990 00:00:00,04/02/1990 00:00:00,5,1,0,0,6,6,6,
120595,SAL-1990-1-225-7,1990,True,Clear,1,316,316,El Salvador: Government,697,697,Government of El Salvador - FMLN,13,13,Government of El Salvador,755,755,FMLN,3,"""Reuters,1990-05-03,U.N. ENVOY ARRIVES IN SALVADOR AFTER SIX DIE IN REBEL ATTACKS."";""Reuters,1990-05-02, REBELS ATTACK AS U.N. PEACE ENVOY AWAITED IN EL SALVADOR. By Martin Langfield "";""Reuters,1990-05-02,LEFTIST REBELS ATTACK HOME OF SALVADOR PRESIDENT. """,Reuters;Reuters;Reuters,1990-05-03;1990-05-02;1990-05-02,U.N. ENVOY ARRIVES IN SALVADOR AFTER SIX DIE IN REBEL ATTACKS.; REBELS ATTACK AS U.N. PEACE ENVOY AWAITED IN EL SALVADOR. By Martin Langfield ;LEFTIST REBELS ATTACK HOME OF SALVADOR PRESIDENT. ,"military spokesman
",1,San Salvador city,"San Salvador city
",San Salvador department,San Salvador municipality,13.708611,-89.203056,POINT (-89.203056 13.708611),149222,El Salvador,92,Americas,1,1,05/02/1990 00:00:00,05/02/1990 00:00:00,3,0,0,0,3,3,3,
120596,SAL-1990-1-225-8.1,1990,True,Clear,1,316,316,El Salvador: Government,697,697,Government of El Salvador - FMLN,13,13,Government of El Salvador,755,755,FMLN,3,"""Reuters,1990-05-03,U.N. ENVOY ARRIVES IN SALVADOR AFTER SIX DIE IN REBEL ATTACKS."";""Reuters,1990-05-02,REBELS ATTACK AS U.N. PEACE ENVOY AWAITED IN EL SALVADOR. "";""St. Louis Post Dispatch,1990-05-03,REBEL ATTACK KILLS FIVE IN SAN SALVADOR """,Reuters;Reuters;St. Louis Post Dispatch,1990-05-03;1990-05-02;1990-05-03,U.N. ENVOY ARRIVES IN SALVADOR AFTER SIX DIE IN REBEL ATTACKS.;REBELS ATTACK AS U.N. PEACE ENVOY AWAITED IN EL SALVADOR. ;REBEL ATTACK KILLS FIVE IN SAN SALVADOR ,"military spokesman
",1,El Congo town,"El Congo town
",Santa Ana department,El Congo municipality,13.908889,-89.495833,POINT (-89.495833 13.908889),149222,El Salvador,92,Americas,1,1,05/02/1990 00:00:00,05/02/1990 00:00:00,1,0,0,0,1,1,1,
120597,SAL-1990-1-225-9,1990,True,Clear,1,316,316,El Salvador: Government,697,697,Government of El Salvador - FMLN,13,13,Government of El Salvador,755,755,FMLN,1,"""Reuters,1990-05-05,U.N. PEACE ENVOY SEES HOPE FOR SALVADOR PEACE PROCESS.""",Reuters,1990-05-05,U.N. PEACE ENVOY SEES HOPE FOR SALVADOR PEACE PROCESS.,"military spokesman
",6,El Salvador,El Salvador,,,13.833300,-88.916700,POINT (-88.9167 13.8333),149223,El Salvador,92,Americas,2,2,04/30/1990 00:00:00,05/05/1990 00:00:00,0,0,0,24,24,24,24,
120598,SAL-1990-1-225-10,1990,True,Clear,1,316,316,El Salvador: Government,697,697,Government of El Salvador - FMLN,13,13,Government of El Salvador,755,755,FMLN,1,"""Reuters,1990-05-12,U.N. PEACE ENVOY SEES HOPE FOR SALVADOR PEACE TALKS.""",Reuters,1990-05-12,U.N. PEACE ENVOY SEES HOPE FOR SALVADOR PEACE TALKS.,"military spokesman
",2,Yucuaiquín town,Yucuaiquin (near),La Unión department,Yucuaiquín municipality,13.550000,-88.000000,POINT (-88 13.55),149225,El Salvador,92,Americas,1,1,05/10/1990 00:00:00,05/10/1990 00:00:00,0,16,0,0,16,16,16,
120599,SAL-1990-1-225-11,1990,True,Clear,1,316,316,El Salvador: Government,697,697,Government of El Salvador - FMLN,13,13,Government of El Salvador,755,755,FMLN,3,"""AFP ,1990-06-06,ARMY HANDS OVER UNIVERSITY."";""Reuters,1990-06-06,GOVERNMENT HANDS OVER UNIVERSITY AFTER ARMY OCCUPATION. "";""BBC,1990-06-09,ARMY HANDS OVER UNIVERSITY. """,AFP ;Reuters;BBC,1990-06-06;1990-06-06;1990-06-09,ARMY HANDS OVER UNIVERSITY.;GOVERNMENT HANDS OVER UNIVERSITY AFTER ARMY OCCUPATION. ;ARMY HANDS OVER UNIVERSITY. ,"military spokesman
",1,Guazapa village,Guazapa town ,San Salvador department,Guazapa municipality,13.876944,-89.173056,POINT (-89.173056 13.876944),149222,El Salvador,92,Americas,2,2,06/05/1990 00:00:00,06/06/1990 00:00:00,4,15,0,0,19,19,19,
120600,SAL-1990-1-225-12,1990,True,Clear,1,316,316,El Salvador: Government,697,697,Government of El Salvador - FMLN,13,13,Government of El Salvador,755,755,FMLN,2,"""AFP ,1990-06-06,ARMY HANDS OVER UNIVERSITY."";""BBC,1990-06-09,ARMY HANDS OVER UNIVERSITY. """,AFP ;BBC,1990-06-06;1990-06-09,ARMY HANDS OVER UNIVERSITY.;ARMY HANDS OVER UNIVERSITY. ,"military spokesman
",2,Santiago de María town,Santiago de Maria town (near),Usulután department,Santiago de María municipality,13.483333,-88.466667,POINT (-88.466667 13.483333),148504,El Salvador,92,Americas,1,1,06/06/1990 00:00:00,06/06/1990 00:00:00,1,0,0,0,1,1,1,
120602,SAL-1990-1-225-13,1990,True,Clear,1,316,316,El Salvador: Government,697,697,Government of El Salvador - FMLN,13,13,Government of El Salvador,755,755,FMLN,2,"""Times ,1990-06-16,Salvador pursues ceasefire."";""Reuters,1990-06-14,ARMY SAYS 10 REBELS, TWO SOLDIERS DIE IN SALVADOR FIGHTING. """,Times ;Reuters,1990-06-16;1990-06-14,"Salvador pursues ceasefire.;ARMY SAYS 10 REBELS, TWO SOLDIERS DIE IN SALVADOR FIGHTING. ",armed forces,4,Morazán department,"Morazan department
",Morazán department,,13.800000,-88.100000,POINT (-88.1 13.8),149224,El Salvador,92,Americas,1,1,06/13/1990 00:00:00,06/13/1990 00:00:00,2,10,0,0,12,12,12,
120603,SAL-1990-1-225-14,1990,True,Clear,1,316,316,El Salvador: Government,697,697,Government of El Salvador - FMLN,13,13,Government of El Salvador,755,755,FMLN,1,"""St. Louis Post-Dispatch  ,1990-06-29,SALVADORAN OFFICIAL SAFE AFTER ATTACK ON HIS CAR.""",St. Louis Post-Dispatch  ,1990-06-29,SALVADORAN OFFICIAL SAFE AFTER ATTACK ON HIS CAR.,"military report
",4,Cabañas department,,Cabañas department,,13.866667,-88.750000,POINT (-88.75 13.866667),149223,El Salvador,92,Americas,2,2,06/27/1990 00:00:00,06/28/1990 00:00:00,1,3,0,0,4,4,4,
120605,SAL-1990-1-225-16,1990,True,Clear,1,316,316,El Salvador: Government,697,697,Government of El Salvador - FMLN,13,13,Government of El Salvador,755,755,FMLN,1,"""West German agency, DPA,1990-07-15,President Cristiani on prospects for Costa Rica peace talks with FMLN.""","West German agency, DPA",1990-07-15,President Cristiani on prospects for Costa Rica peace talks with FMLN.,,1,Nueva Concepción town,Nueva Concepcion,Chalatenango department,Nueva Concepción municipality,14.133333,-89.300000,POINT (-89.3 14.133333),149942,El Salvador,92,Americas,1,2,07/12/1990 00:00:00,07/14/1990 00:00:00,5,0,0,0,5,5,5,
120606,SAL-1990-1-225-17.1,1990,True,Clear,1,316,316,El Salvador: Government,697,697,Government of El Salvador - FMLN,13,13,Government of El Salvador,755,755,FMLN,2,"""The Globe and Mail ,1990-08-09,WORLD IN BRIEF 14 killed in El Salvador"";""Reuters,1990-08-08,AT LEAST 14 KILLED IN SALVADOR CLASHES. """,The Globe and Mail ;Reuters,1990-08-09;1990-08-08,WORLD IN BRIEF 14 killed in El Salvador;AT LEAST 14 KILLED IN SALVADOR CLASHES. ,"Rebel sources / military sources
",4,Chalatenango department,Chalatenango department,Chalatenango department,,14.133333,-89.016667,POINT (-89.016667 14.133333),149942,El Salvador,92,Americas,2,2,08/05/1990 00:00:00,08/07/1990 00:00:00,4,1,0,0,5,5,4,
120607,SAL-1990-1-225-18,1990,True,Clear,1,316,316,El Salvador: Government,697,697,Government of El Salvador - FMLN,13,13,Government of El Salvador,755,755,FMLN,1,"""Reuters,1990-08-15,ARMED FORCES TO DOMINATE SALVADOREAN PEACE TALKS.""",Reuters,1990-08-15,ARMED FORCES TO DOMINATE SALVADOREAN PEACE TALKS.,"military spokesman
",6,El Salvador,,,,13.833300,-88.916700,POINT (-88.9167 13.8333),149223,El Salvador,92,Americas,2,2,08/13/1990 00:00:00,08/15/1990 00:00:00,0,0,0,17,17,17,17,
120608,SAL-1990-1-225-19,1990,True,Clear,1,316,316,El Salvador: Government,697,697,Government of El Salvador - FMLN,13,13,Government of El Salvador,755,755,FMLN,1,"""Reuters,1990-08-22,SALVADOR PEACE TALKS ENDING WITHOUT ACCORD.""",Reuters,1990-08-22,SALVADOR PEACE TALKS ENDING WITHOUT ACCORD.,"Government statement
",2,San Salvador city,"San Salvador city (outskirts, military ouposts)",San Salvador department,San Salvador municipality,13.708611,-89.203056,POINT (-89.203056 13.708611),149222,El Salvador,92,Americas,2,2,08/21/1990 00:00:00,08/22/1990 00:00:00,0,9,0,0,9,11,9,
120609,SAL-1990-1-225-20,1990,True,Clear,1,316,316,El Salvador: Government,697,697,Government of El Salvador - FMLN,13,13,Government of El Salvador,755,755,FMLN,1,"""Reuters,1990-09-14,THREAT OF VIOLENCE DOGS SALVADOR PEACE TALKS.""",Reuters,1990-09-14,THREAT OF VIOLENCE DOGS SALVADOR PEACE TALKS.,"military spokesman
",4,Morazán department,Morazan department,Morazán department,,13.800000,-88.100000,POINT (-88.1 13.8),149224,El Salvador,92,Americas,1,1,09/13/1990 00:00:00,09/13/1990 00:00:00,0,1,0,0,1,1,1,
120610,SAL-1990-1-225-21,1990,True,Clear,1,316,316,El Salvador: Government,697,697,Government of El Salvador - FMLN,13,13,Government of El Salvador,755,755,FMLN,1,"""Financial Times ,1990-10-02,World News in Brief: El Salvador toll mounts.""",Financial Times ,1990-10-02,World News in Brief: El Salvador toll mounts.,"military spokesman
",6,El Salvador,El Salvador,,,13.833300,-88.916700,POINT (-88.9167 13.8333),149223,El Salvador,92,Americas,2,2,09/28/1990 00:00:00,09/30/1990 00:00:00,8,15,0,0,23,23,23,
120611,SAL-1990-1-225-22,1990,True,Clear,1,316,316,El Salvador: Government,697,697,Government of El Salvador - FMLN,13,13,Government of El Salvador,755,755,FMLN,1,"""DN ,1990-10-18,Armén angrep gerillan.""",DN ,1990-10-18,Armén angrep gerillan.,"military sources
",4,Morazán department,Morazan department,Morazán department,,13.800000,-88.100000,POINT (-88.1 13.8),149224,El Salvador,92,Americas,1,1,10/18/1990 00:00:00,10/18/1990 00:00:00,2,12,0,0,14,20,14,
120612,SAL-1990-1-225-23,1990,True,Clear,1,316,316,El Salvador: Government,697,697,Government of El Salvador - FMLN,13,13,Government of El Salvador,755,755,FMLN,3,"""The New York Times,1990-10-24,Salvadoran Rebel Fire Kills 2 As Shells Fall Short of Target."";""Reuters,1990-10-24,SALVADOR REBEL MORTAR BOMB HITS HOUSE, KILLS TWO. "";""Reuters,1990-10-24,TWO DIE IN FAILED REBEL BOMBING OF SALVADOR ARMY HEADQUARTERS. """,The New York Times;Reuters;Reuters,1990-10-24;1990-10-24;1990-10-24,"Salvadoran Rebel Fire Kills 2 As Shells Fall Short of Target.;SALVADOR REBEL MORTAR BOMB HITS HOUSE, KILLS TWO. ;TWO DIE IN FAILED REBEL BOMBING OF SALVADOR ARMY HEADQUARTERS. ",,1,San Salvador city,"San Salvador city (civilian neighborhood next to the Salvadoran military headquarters)
",San Salvador department,San Salvador municipality,13.708611,-89.203056,POINT (-89.203056 13.708611),149222,El Salvador,92,Americas,1,1,10/24/1990 00:00:00,10/24/1990 00:00:00,0,0,2,0,2,2,2,
120613,SAL-1990-1-225-24,1990,True,Clear,1,316,316,El Salvador: Government,697,697,Government of El Salvador - FMLN,13,13,Government of El Salvador,755,755,FMLN,1,"""DN F,1990-10-27,em gerillasoldater dog i El Salvador.""",DN F,1990-10-27,em gerillasoldater dog i El Salvador.,"military sources
",6,El Salvador,"Central El Salvador
",,,13.833300,-88.916700,POINT (-88.9167 13.8333),149223,El Salvador,92,Americas,1,1,10/25/1990 00:00:00,10/25/1990 00:00:00,1,5,0,0,6,6,6,
120614,SAL-1990-1-225-25,1990,True,Clear,1,316,316,El Salvador: Government,697,697,Government of El Salvador - FMLN,13,13,Government of El Salvador,755,755,FMLN,1,"""The New York Times,1990-12-10,Missiles Give Salvador Rebels a New Advantage.""",The New York Times,1990-12-10,Missiles Give Salvador Rebels a New Advantage.,"military spokesman / officer's wife
",1,San Agustín  town,San Agustin town,Usulután department,San Agustín municipality,13.433333,-88.600000,POINT (-88.6 13.433333),148503,El Salvador,92,Americas,1,1,11/16/1990 00:00:00,11/16/1990 00:00:00,7,0,0,0,7,33,7,
120615,SAL-1990-1-225-26,1990,True,Clear,1,316,316,El Salvador: Government,697,697,Government of El Salvador - FMLN,13,13,Government of El Salvador,755,755,FMLN,3,"""The Globe and Mail  ,1990-11-21,Salvadorean rebels attack military posts 20 killed in new outbreak of violence."";""The Guardian ,1990-11-22,CONGRESS condemns FMLN offensive IN EL SALVADOR."";""The Times,1990-11-21,Heavy fighting as rebels attack towns.""",The Globe and Mail  ;The Guardian ;The Times,1990-11-21;1990-11-22;1990-11-21,Salvadorean rebels attack military posts 20 killed in new outbreak of violence.;CONGRESS condemns FMLN offensive IN EL SALVADOR.;Heavy fighting as rebels attack towns.,"rebel spokesman / military spokesman
",6,El Salvador,"military installations in at least seven of the country's 14 provinces
",,,13.833300,-88.916700,POINT (-88.9167 13.8333),149223,El Salvador,92,Americas,2,2,11/20/1990 00:00:00,11/21/1990 00:00:00,33,44,0,0,77,77,77,
120616,SAL-1990-1-225-27,1990,True,Clear,1,316,316,El Salvador: Government,697,697,Government of El Salvador - FMLN,13,13,Government of El Salvador,755,755,FMLN,1,"""The Globe and Mail ,1990-11-21,Salvadorean rebels attack military posts 20 killed in new outbreak of violence""",The Globe and Mail ,1990-11-21,Salvadorean rebels attack military posts 20 killed in new outbreak of violence,"military spokesman
",1,Apopa town,"Apopa town
",San Salvador department,Apopa municipality,13.807222,-89.179167,POINT (-89.179167 13.807222),149222,El Salvador,92,Americas,2,2,11/20/1990 00:00:00,11/21/1990 00:00:00,0,0,7,0,7,7,7,
